Code,J:TYMO(VA)~U$,J:TTMO(VA)~U$,J:SFTB(VA)~U$,J:NTT(VA)~U$,J:SO@N(VA)~U$,J:CP@N(VA)~U$,J:DDIC(VA)~U$,J:TA@N(VA)~U$,J:D@SA(VA)~U$,J:MITF(VA)~U$,J:RETA(VA)~U$,J:HO@N(VA)~U$,J:RHCL(VA)~U$,J:UC@N(VA)~U$,J:KA@N(VA)~U$,J:ABOT(VA)~U$,J:SMFI(VA)~U$,J:DA@N(VA)~U$,J:RG@N(VA)~U$,J:YP@N(VA)~U$,J:JRCE(VA)~U$,J:JPHC(VA)~U$,J:ITCN(VA)~U$,J:ZJ@N(VA)~U$,J:SEVI(VA)~U$,J:MIHO(VA)~U$,J:CN@N(VA)~U$,J:EAJR(VA)~U$,J:DU@N(VA)~U$,J:HC@N(VA)~U$,J:UM@N(VA)~U$,J:MIZH(VA)~U$,J:SHDO(VA)~U$,J:DE@N(VA)~U$,J:FP@N(VA)~U$,J:SNET(VA)~U$,J:TERU(VA)~U$,J:BR@N(VA)~U$,J:ES@N(VA)~U$,J:ME@N(VA)~U$,J:MT@N(VA)~U$,J:OTHD(VA)~U$,J:FT@N(VA)~U$,J:CQ@N(VA)~U$,J:OLYC(VA)~U$,J:KP@N(VA)~U$,J:JT@N(VA)~U$,J:KB@N(VA)~U$,J:KM@N(VA)~U$,J:NM@N(VA)~U$,J:MI@N(VA)~U$,J:YHOO(VA)~U$,J:ASBR(VA)~U$,J:DALF(VA)~U$,J:DH@N(VA)~U$,J:MIFU(VA)~U$,J:MSAD(VA)~U$,J:NR@N(VA)~U$,J:SQ@N(VA)~U$,J:FJ@N(VA)~U$,J:IX@N(VA)~U$,J:JXHO(VA)~U$,J:KU@N(VA)~U$,J:KH@N(VA)~U$,J:COMM(VA)~U$,J:RAKT(VA)~U$,J:NKSJ(VA)~U$,J:UJ@N(VA)~U$,J:CK@N(VA)~U$,J:WJR(VA)~U$,J:AB@N(VA)~U$,J:AJ@N(VA)~U$,J:AC@N(VA)~U$,J:N@MB(VA)~U$,J:CL@N(VA)~U$,J:KE@N(VA)~U$,J:MEJH(VA)~U$,J:NJ@N(VA)~U$,J:NSSM(VA)~U$,J:OMRN(VA)~U$,J:SE@N(VA)~U$,J:SUEL(VA)~U$,J:SMTH(VA)~U$,J:TD@N(VA)~U$,J:TZ@N(VA)~U$,J:JR@N(VA)~U$,J:ANAW(VA)~U$,J:DP@N(VA)~U$,J:FAMA(VA)~U$,J:IDKO(VA)~U$,J:INPX(VA)~U$,J:KTEL(VA)~U$,J:KN@N(VA)~U$,J:MRBU(VA)~U$,J:IA@N(VA)~U$,J:MCHC(VA)~U$,J:MH@N(VA)~U$,J:IF@N(VA)~U$,J:VF@N(VA)~U$,J:OQ@N(VA)~U$,J:DBHI(VA)~U$,J:SFH(VA)~U$,J:EM@N(VA)~U$,J:TC@N(VA)~U$,J:RY@N(VA)~U$,J:TRAY(VA)~U$,J:TYTS(VA)~U$,J:REND(VA)~U$,J:IN@N(VA)~U$,J:OJ@N(VA)~U$,J:YE@N(VA)~U$,J:AG@N(VA)~U$,J:AL@N(VA)~U$,J:AM@N(VA)~U$,J:AOZR(VA)~U$,J:CC@N(VA)~U$,J:CHBK(VA)~U$,J:CHOC(VA)~U$,J:CONF(VA)~U$,J:SECR(VA)~U$,J:CYBA(VA)~U$,J:DS@N(VA)~U$,J:DENA(VA)~U$,J:EC@N(VA)~U$,J:DENN(VA)~U$,J:EQ@N(VA)~U$,J:DM@N(VA)~U$,J:EB@N(VA)~U$,J:FECL(VA)~U$,J:FUKU(VA)~U$,J:FU@N(VA)~U$,J:GSYU(VA)~U$,J:AQ@N(VA)~U$,J:OM@N(VA)~U$,J:HTCM(VA)~U$,J:IH@N(VA)~U$,J:ZW@N(VA)~U$,J:IM@N(VA)~U$,J:MZYA(VA)~U$,J:JFEH(VA)~U$,J:JGCC(VA)~U$,J:OE@N(VA)~U$,J:KC@N(VA)~U$,J:KW@N(VA)~U$,J:KK@N(VA)~U$,J:KSER(VA)~U$,J:BS@N(VA)~U$,J:KONA(VA)~U$,J:KONM(VA)~U$,J:RK@N(VA)~U$,J:MNIC(VA)~U$,J:UI@N(VA)~U$,J:MASU(VA)~U$,J:KO@N(VA)~U$,J:JZ@N(VA)~U$,J:LM@N(VA)~U$,J:MMOT(VA)~U$,J:PC@N(VA)~U$,J:MO@N(VA)~U$,J:KI@N(VA)~U$,J:FY@N(VA)~U$,J:RZ@N(VA)~U$,J:OU@N(VA)~U$,J:LO@N(VA)~U$,J:NX@N(VA)~U$,J:NU@N(VA)~U$,J:NPIC(VA)~U$,J:NS@N(VA)~U$,J:NY@N(VA)~U$,J:NH@N(VA)~U$,J:BO@N(VA)~U$,J:NIBO(VA)~U$,J:NSKC(VA)~U$,J:OB@N(VA)~U$,J:OJIH(VA)~U$,J:OUMA(VA)~U$,J:RH@N(VA)~U$,J:PB@N(VA)~U$,J:EP@N(VA)~U$,J:SEEP(VA)~U$,J:SZ@N(VA)~U$,J:SHBA(VA)~U$,J:ZB@N(VA)~U$,J:SW@N(VA)~U$,J:SKYP(VA)~U$,J:NIIW(VA)~U$,J:UMCO(VA)~U$,J:SC@N(VA)~U$,J:DPPH(VA)~U$,J:OZ@N(VA)~U$,J:ZC@N(VA)~U$,J:TADH(VA)~U$,J:OC@N(VA)~U$,J:GO@N(VA)~U$,J:TU@N(VA)~U$,J:TKOS(VA)~U$,J:TJ@N(VA)~U$,J:TOHO(VA)~U$,J:EL@N(VA)~U$,J:TOSO(VA)~U$,J:TE@N(VA)~U$,J:JQ@N(VA)~U$,J:TFUD(VA)~U$,J:PT@N(VA)~U$,J:TSHC(VA)~U$,J:TOTO(VA)~U$,J:TOYS(VA)~U$,J:UBEI(VA)~U$,J:YM@N(VA)~U$,J:XE@N(VA)~U$,J:YORU(VA)~U$,J:CW@N(VA)~U$,J:GG@N(VA)~U$,J:HTZZ(VA)~U$,J:JW@N(VA)~U$,J:MISH(VA)~U$,J:MG@N(VA)~U$,J:NIPM(VA)~U$,J:SG@N(VA)~U$,J:NTN(VA)~U$,J:OK@N(VA)~U$,J:FZ@N(VA)~U$,J:GC@N(VA)~U$,J:TOBO(VA)~U$,J:UNIT(VA)~U$
7/7/2016,543644.9,133278.4,207156.4,236550.5,217787.2,31110.2,197328.8,70815.5,56451.3,293368.3,156663.8,99670.6,51321.7,59806.6,94583.5,194388,287456.7,62411.9,77002.6,119577.3,70511.2,24319.5,58973.5,60192.8,105039,94001.4,87162,77097.2,182249.9,102287.1,116677.5,223395.7,90080.8,56219.7,52243,39969.2,86632.2,70535.4,41189.8,118324.1,53788.7,84575.9,38650.7,48392.4,53442.5,42339.2,129678.2,47188,81122.9,67742.8,75550,31854.4,56440.7,58264.7,72445.7,135282,40218.6,120085.9,53988.7,128989,62087.8,33265.2,43995.7,45649.6,31609.1,46630.5,49378.7,33511.2,80928.1,61855.4,14817.1,45425.2,34665.9,22964.5,18877,20709.8,101490.6,39360.7,54576.9,34113.4,82312.4,56538.7,55627.7,62054.8,28456.6,19837.2,52375.7,26776,50688.3,18863.1,42033.6,11155.5,20229.1,33518.1,37065.8,36665.2,97371.7,99395.3,15588.6,22669.9,42787.2,19498.1,32712.8,53392.2,15162.9,47790.8,10013.8,30737.7,25618.2,77577.4,30096,30060.7,62911.2,23090.1,34654.2,20069.8,15426.7,5257.5,8759.3,14558.3,77450.6,33884.3,63855.4,6757.4,51298.3,17431.3,8460.7,24067.5,14328.3,15657.2,24562.2,6101.5,29793.3,12793.2,18108.2,68495.9,19630.8,43965.5,11542.5,45898,21033,21975.5,35501.2,46325.9,22158,16473.3,29924.8,34063.5,26711.5,21920.7,6561.8,27196.8,5443,134877.5,6606.8,22615.4,32571.4,39159.9,22714.6,22630.3,28938.4,15231.9,32580.6,14250.5,12687.6,14866.9,7090.9,12176.5,30772.9,28065.2,14424.3,4619.6,28156.3,34914.1,14163.1,8451.8,27989.9,13899.2,30950.5,30190.8,24234,29341.3,12132.7,9750.3,2810.4,22050,48398.9,29215,13708.6,20068.8,10933.6,27305.6,21983.5,16238,5350.5,14014.7,32192.7,6925.1,1248.2,12364.7,28346,16337.8,18131.3,23233.8,22740,40480.3,8671.2,19104.5,49385,15303.5,12186.6,17896.1,9776.6,5046.3,16210.4,9014.2,16456.7,12350,11901.6,16062.8,6579.4,3810.1,4862.8,7376.9,6623.1
7/8/2016,530443.1,130321,325697.1,206121.7,227236.7,53437.9,263505.1,132848.2,85504.8,302964.6,253870.3,143660.6,53537.5,72522.9,119388.3,243205.1,309296.1,107614.2,156458.1,211897.6,89816.5,19182.4,59520,64402,157585,91951,133659.5,69899.8,235645.1,99660,63639.9,164282.2,80093.9,112768.6,78660.3,39950.7,106058.8,95255.8,82646.9,140858.2,72074.9,128801.8,32039.7,97222.5,100815.1,100081.9,88559.2,72427.7,112969.6,67124.1,95000.8,48135.9,80845.5,68321.6,83723.6,178174,40787,166578.4,93298,141739.4,77621.7,38433.5,65584.2,44195.3,66054,61184.6,56064.7,44432.9,100086.8,56128.9,30395.2,54262.3,37120.3,24675.7,29847.4,24635,81238.1,41845.6,47377.9,37689.2,81570.7,46994.5,64424.3,89091.7,42979.4,24738.7,34075,43205,48253.8,25686.5,37347.9,14185.2,39323.4,29953.2,36644.4,28425.7,74666.1,114810.5,22007.1,22142.4,46212.6,27218.2,32404.7,66978.7,17706.6,52641.7,25706.4,50807.1,32086.2,56345.1,29330.4,128350.9,78221.5,26318.5,32032.6,31952.2,18249.3,12880.8,12513.8,20011.2,76569,28038.2,82233.5,7095.4,108786,11764.2,11586.2,25921.6,17020.3,15901.2,17867.2,12879.1,31489.9,25405.5,27861.7,54461.4,28650.7,49550.9,12894.1,36529.8,27844,19508.4,30760.6,56314.8,14818.3,21417.6,25145.2,46300.5,18070.6,28352.8,5122.8,33487.3,9346.2,132040,12156.3,18539.5,24826.5,30898.8,23959.3,35802.1,36196.2,20030.1,52291.8,23749.8,18468.6,16170.9,6620.1,12822.5,14704.1,37467.4,19490.4,8320.2,28558.7,29840.7,16307.4,14772.2,32593.9,25023.6,33573.7,28946.6,23032.4,20190.5,14862.8,11767.3,3159.1,18181.5,35429.3,35983.7,34018,19692.9,14980.3,28746.8,33289.7,18354.3,9334.3,14330.3,34692.8,9983.3,4424.9,9491.5,34498.1,31039.4,33233.9,27465.9,14233.7,44445.5,17153.4,17210.1,57755,22294.5,16182.4,19019.9,7392.8,6439.8,12433.3,11470.6,12737.5,8699.8,7881,12196.8,6136.8,5436.4,6290.9,9942.5,7489.6
7/11/2016,715542.8,121584,289114.9,177982.1,344214.9,28346,216026.9,87994.6,70776.1,402033.8,196508,115939,77271.4,68269.1,83176.2,181852.4,467257.8,97183,120164.8,157113.4,110016.8,21407.8,64847.5,113478.4,117020,121180.3,118422,97664.3,138048.1,115420.4,66569.9,227615.5,45031,63344.4,67686.1,41170.2,60881.9,78413.9,38404.7,115373.4,79783.2,66163.5,25073.3,48721,75889,49229.1,46740,55352.5,109007.8,99592,156760.4,50111.4,49142.6,80800.2,60943.4,156243.4,40560.6,159695.9,68965.8,122674.4,93639.3,32926.4,59628.1,21418.2,29671.5,53353,55240.4,49884.9,77760.6,74917.9,15481.9,57659.9,34769.8,24151.4,27285.3,20547.9,49548.4,28535.1,63909.9,41825.7,106219.9,34798.3,60185.5,75159.9,35515.8,20496.8,27600.9,34705,43849.4,24292.3,40100.4,9783.2,18599.4,47540.2,33369.9,37797.7,88928.2,73708.6,16014.7,16869.2,48103,42968.4,35113.2,136660.3,17331.4,68741.6,19736.4,47851.5,26661.8,35973,23643.1,56200.1,68996.1,17475.4,29583.2,27993.4,19461.4,10142.8,14183.8,12022.3,43822.1,41149.1,89495.9,10460.1,62877.4,11418.3,8218.9,17774.4,13413.5,22550.5,17543.7,7487,34019.3,24087.2,24590,65604.3,23311.1,36758.1,14500.7,70396.9,23140.8,18803.7,69436.8,49844,18739.8,12526.9,24153.1,45484.2,22447.3,17789.2,5608.1,37673.9,8263.8,141161.1,9190.2,20003.2,32614.3,35648.3,22076.7,25959.2,25749.1,11157.6,37024.6,11989.2,20318.6,6877.4,7952.9,10263,27890.9,22631.9,12802.2,5363.8,22719.1,48101.5,11660.7,10626.5,40662.3,12341.4,30721.7,38095.4,45033.3,31693.9,15194.8,10477.8,6426.1,24292.8,38907,38109,22086.6,22018.1,15844.3,50541.4,35317.2,15062.6,5531.9,12385.4,28634.7,7969.5,2738.8,16789.7,32998.5,22843.9,32224.6,19754.7,18824.4,42680.9,11503,13407,47102.7,20671.3,9833.3,11846.1,8541.1,6107.4,10295.2,12068.3,20089.4,8911,10028.4,15742.7,4421.7,6102.4,5766.2,23527.4,10804.9
7/12/2016,750436.2,157678.6,311495.8,208165.6,317325,32537.7,181481.2,100039.3,101517.6,630091.6,241444.6,162172.6,74469.5,76140.8,117152.1,192099.5,524690.1,103191.4,123749.7,201121.7,99393.5,20987.1,79137.6,99027.6,159598.4,139517.1,130834.3,122080.6,204073.6,115876.4,90932.9,458488.3,56392.7,67830.4,77923.7,44816.3,81526.6,101986.2,66491,119778.6,105310.8,75214.7,42192.5,73811.4,100318.7,61125.3,77089.6,54100.8,142429.3,162625.4,144504.3,41184.2,48745.9,101546.7,77118.5,178696.9,52797.3,135457.6,84147.1,190150.4,100200.1,38526.5,69879.1,19217,42290.4,64951.5,48616.4,61530.6,82281.4,70023.1,28343.8,61737.7,37089,33992.5,28662.3,39475.7,81739.3,71876.5,89803.1,81337.9,90020.4,48398.9,116262.5,91079.9,48630.7,19831,42112.2,34494.6,58369.4,25921.5,48255.2,12958.6,28856.7,56027.2,42585.4,44584.1,74979.6,71780.1,13986,29369.5,91615.4,48124.6,51084.7,101450.1,22084.7,83505.8,19923.7,46123.1,32773.8,50785.7,28602.1,50309.9,85584.2,24694.5,53639.8,31672.8,24289.1,12665.2,15061.6,16560.1,65035,80036.4,162796.1,8336.9,59740.6,23306.3,10536.8,28204.7,15113.8,30872.2,13461.5,9596.7,51727.1,38714.2,23090.2,98432.8,34613.8,100810.8,17975,61059.3,31354.8,27725.3,67995.4,62067.5,26858.6,12780.7,42890.2,52195.6,25393.1,21102.6,6209.2,26612.4,10473.2,204946.9,9257.5,21516.9,32447.8,40450.3,26267,48505.6,32976.1,17605.7,57306.3,15928.9,12649.8,10413.2,13213.4,13627.4,31761.6,36115.5,16672.4,6842.9,50076.4,67941.6,14342.6,12275.7,32626.1,15260.5,50692.7,44218.5,57167.7,31351.5,20767.7,20954.3,4072.7,19198.3,45103.8,44787.2,22922.4,24122.9,21007,51034.8,37483.4,29881.5,7139.6,17897.2,42954.8,14106.1,2868.5,24329.7,45552.4,33280.7,33212.7,22559.1,21058.1,48764.9,14198.7,23840.8,55661.6,23669.7,15134.7,16506.1,7796.1,6651.4,11458.7,19189.3,20620.2,13671.8,11741.9,23189.7,7099.5,5574.3,7845.8,17313.6,10822.1
7/13/2016,1045746.8,152772.7,251093.8,255090.7,363517,35129.5,209391,127134.7,67808.2,805045.6,206351.5,203594.7,83556.1,91084.4,93419.3,180988,539851.3,117246,146878.3,172232.2,82577,26718.7,76947.3,112636.1,156697.1,139094.9,136404.8,110932.6,189240.5,126021,95437.9,469896.9,53064.7,86317.5,55366.4,55776.4,67986.4,132134,55454.4,97879.7,112375.3,86909.2,42690.6,94617.1,80897.2,70893.9,47305.9,70388.5,130241.4,130563.6,130163.5,37866.2,67797.3,94273.9,59038.4,153247.9,70958.8,159635.2,66199.7,241752.8,201660.4,48287.4,98993.4,36080.1,39938.6,70136.2,63061.4,64374.9,63697.8,73955.3,29104,62308.8,48162,28161.3,38062.3,29274.3,53756.4,62104.5,95546.3,69613.8,86832.1,58379.7,120363.5,104484.2,44991.5,34216.2,48834.4,39552.8,59217.8,30519,52728.4,13975.7,49573.7,54579.4,49887.9,82285.7,115587.9,84958.7,23257,22899.1,73879.9,33049.8,79715.1,89251,19563,89718.1,21756.2,66079.3,52983.4,101124.6,27084.3,35375.7,107482.5,25201.8,42942.7,38729.3,23532.4,9262.8,17169.4,14874.1,60741.6,97091.9,175349.8,12146.6,71293.9,24846.8,10196.6,18854,12456.9,28182.3,14028.2,10080.2,39296.1,41678,26231.5,126369.2,25192.8,59407.1,19612.4,88959.1,33241,29120.9,53276.5,76359.4,21239.4,13175.5,47761.1,56914.9,35243.6,30909.8,8288.3,16443.7,10228.2,223646.3,8487.2,33041.9,49952.7,55059.7,40676.3,37530.2,19908.3,13099.3,52287.5,13484.8,16217.6,9962.4,13386.3,13297.8,40342.4,27723.8,13689.3,6276.6,92893,50903,15554.6,12206.1,29602.4,13431.9,39232.1,55294.5,31845.3,38551.9,26096.2,16903.7,4411.4,28291.8,49228.7,62003.4,32552.5,17059.6,15222,47641.9,50070.2,31341.5,5107.9,17472.4,35084,10880.7,3325.8,14103.8,50821.1,21440.1,27895.6,19816.4,37957.8,42741.4,16409.1,29680.8,236906.1,22792.6,18612.7,19010.6,7672,7024.6,11965.4,14430,24438.3,16687.3,23052.1,25350.1,6932.6,7252.2,7806.9,21038.2,12786
7/14/2016,615933.3,118497.4,271522.6,183434.3,230876.2,35180.2,194980.8,95605.7,83451.9,526973,150120.8,148556,87694.8,64042.9,88063.7,146804.2,307024,70593.5,91491.5,134165.6,88111.9,20127.2,60226.8,64552,114342,113347.9,112209,131085.6,142055.7,95762.8,67001.5,273927.5,41748.7,69963.3,49221,41713.6,61966.4,127599.6,50527.7,80797.9,60086.6,72840.7,28692,59225.3,48212.6,52415,38453.1,52132,131001.9,90914,107258.1,31668.8,48685.1,57441.8,52007.5,101595.8,60444.4,137258.2,100207.2,162554.5,93249.2,31046.1,73983,19064.7,30252.4,36028.8,79486.7,34979.5,53899.4,59825.6,24496.9,47280.1,34004.1,40885.5,33756.7,21778.1,46966.4,35607.3,65533.4,50356.4,71499.4,39269.1,67367.8,73061.9,45975.7,18271.2,39334.5,44721.9,43783.2,26624.7,35708.2,13379,24108.4,29622.6,40491.9,52474.1,81973.9,81089.6,14272.1,18418.6,39042.7,27342.8,91196.2,70145.4,13995.5,49703.6,12599,47826.1,46513.3,45608.9,21107.2,35167,97458.1,19436.5,28048.5,27989.8,21027.2,8972.2,11703.4,11455.3,98695.3,44539.7,123530,8052,55109.3,18284.1,10820.7,23088.9,13795.5,16920.5,7787.6,8265.6,17962.7,17172.9,21256.4,79170,22180.2,74597.1,10344.6,66981,20736.7,22822.4,46938.7,50118.7,16277.5,9952.6,37963.3,78705.6,23257.5,25262.4,5617.8,12841.5,6752.3,127272,5477.1,25208,27796.6,34176.2,24417.1,22676.1,20086.7,9134.3,27124.5,12415.4,17928.1,7952.2,15411.7,8304.5,31132.7,20837.7,12775.3,4688.5,28339.5,30422.8,10814.4,8753.8,31485.5,13213,33914.9,42361.7,29294.7,32303.8,14504.7,15580.9,3072.2,18673.4,39552.2,54921.6,22858.5,16483.5,20309.4,30188.5,42286.8,23152.7,5115.7,11016.5,23405.1,11298,2926.7,15099.4,29532.3,16377.8,17489.6,22434.1,20967,34279.7,8222.7,8808.1,95514.9,20858.7,10621.9,11260.3,10089.4,4327.4,8373.8,25472.1,17639.4,8282.7,12214.9,14318.7,4995.5,4854.5,6651.6,13796.1,14513
7/15/2016,738913.3,149054.6,278628.5,167686.3,280138.7,42403.5,191492.6,103712.6,89671.6,638194.8,504712.8,218415.5,68609.7,102717.3,136074.2,181241.3,471180.6,153882.4,97418.7,128995.7,76998.1,30433.2,70056.3,96148.8,105378,148721.6,157802.6,110660,224481.6,151853.5,100694,362628.1,47268.1,116967,72926.7,51231.9,82861.2,141298.4,76090.3,115985.8,81918.9,75811.8,46290,83250.7,54385.8,64056.1,42029.2,51554.1,136059.7,186844.5,130820.6,56533.1,55596.4,192118.7,109481.9,121041,74781.4,191897.8,86161.6,208100.7,105373.3,44101.2,76084.6,16192.1,39219.7,56725.4,40600.1,48745.1,102807.2,57535.9,22111.6,45601.1,39499.2,53721.9,33590.3,24025.2,60931,54489.6,100138.6,53160.6,72477.9,46740.5,99546.3,83073.8,39197.1,25916.5,31008.6,35985.7,49736.6,28014.1,34872.3,9016,27348.3,56887.3,59770.8,42994.3,94162,72620.3,15053.8,23958.7,69001.3,51094.6,78815.8,66838.7,13824.6,61249.3,18675.3,48577.6,46668.3,48331,34350.7,66073.4,117793.3,39050.8,53492.4,51013.1,23853.8,10676.5,10576.7,22988,61351.4,45784.1,92381.6,18469.5,82694.7,23032.1,14153.2,19224.2,12204.2,23086,13938.1,6988.6,20346.3,18760.2,17121.1,87492.2,35720.5,69716.1,18909,120288.3,24838.3,25298.6,50532.3,89494,17421.9,17450.3,46969.6,90328.6,31742.6,21188.2,7837.8,18098.5,7802.6,216967.1,8654.1,26313.8,42030.3,26564,24686.7,34074.2,22021.1,12975.9,68700,19970.8,18012.3,8452,9424.1,17715.3,31061.7,26620.6,13636.3,6326.2,62126.2,50716.1,14647.3,11411.5,34561.6,16930.2,37396.8,58065.1,27648.2,40570.4,17132.1,12199.4,4854.1,25795,48598,54688.2,32501.5,18999.8,21142.2,53868.3,34570,23919.4,6740.8,27355.7,31681.3,31234.8,3521.9,9727.3,46151.9,25051.2,21863.2,20559.8,38780.9,40961,13176.4,22644.3,107837.8,21637.8,9176.3,21508.1,16258.7,10545.1,13061.1,14400.3,17984.4,21737.4,25202.6,30065.2,7638.2,4897.4,7324.6,11397.9,13421.5
7/18/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/19/2016,543191.9,102309.6,867627.7,179875.2,343471.6,54348.8,174002.9,90446.1,61992,368714.8,441916.8,134317.9,62931.2,84443.8,109884.4,274994.5,262735.2,117984.6,123638.2,164560.3,87942.1,25531.4,63453.3,75007.3,100367.7,132867.3,112881.6,102533,175227.1,109247.2,71933.6,207580,48908,84159.9,56405,77828.8,55252.8,113795.8,65817.8,89381.8,65785.3,70731,31509.5,72654.3,48627.7,43155.7,44300.7,53744.1,107151.1,140372.1,81369.3,73946.3,49930.1,100211.7,98824.4,81458.8,70047.7,114711.7,74786.4,105442.7,59662.9,46266.2,51741.2,36606.7,35649.5,51522.9,107184.9,50170.4,58586.1,58408,29230.5,56281.6,29602.1,23196.2,28076.4,22836.3,66686.8,41557.8,85786.4,37849.5,55158.7,42438.1,76615.7,80385.2,59642.8,24794.5,30828.7,36212.8,33504.4,14546.4,26952.1,9293.9,27160.8,37877,44792.8,36675.7,65568.4,53537.5,12050.1,32886.7,66547.2,44556.3,59616.9,50171.8,8947.5,52225.5,18956.4,47401.9,38875.9,52566.2,40773.3,42806,95618.3,24461.2,36972.4,34076.9,21704.3,10110.5,7817.5,17641.8,56684.9,38414.1,110711.2,14338.9,56878,17939.3,27714.4,15764.1,10332.8,17127.1,17548.8,7980.7,17806.2,18551.8,19946.7,53022,25631.4,48874.7,11482.2,95152.7,22743.2,16139.3,39740.4,57006.4,26047.8,15341.8,30662.8,62015.6,31010.9,18835.8,7247.8,19377,7134,140732.9,7024.1,21501.9,32696.6,27477.7,27820,22602.9,33793,12472.5,52562.8,18773.3,24838.1,7402.7,15556.7,12555.7,29607.8,28032.5,11578.1,4336.3,30207.1,40308.5,17219.9,12785.5,28160.7,15500.4,64500,49666.6,27748.5,24631.2,14420.1,19252.7,5692.1,21214.5,34681.3,36043.1,32207.1,17947,13993.5,54131.4,42205.3,14193.8,4910.4,18719.1,23042.2,23448.5,4164.5,45189.5,43090.8,14957,19367.5,19212.8,24407.2,45821.4,12233.3,15192.5,83712.3,24856.9,11899.6,16570.2,11074.6,9696.7,10176.5,8771.4,17641.8,7740.8,11472.9,18502.2,3488.5,6173.6,7378.3,6110.7,7283.6
7/20/2016,410725.5,156444.8,582234.8,228892.1,175650,39789.2,198319.6,78132.4,67575.6,321864.6,204606,99237.7,60162.3,82043.4,83032.4,139557.6,256694.5,95408.6,121717.9,108002.5,78953.4,19412,49734.6,77883.2,87619.3,92619.9,102075.1,149411,121350.7,130691.2,83977.9,176990.6,33493.7,56093.1,61979.6,49972.8,60384.4,76491.9,51507.1,127433.3,63475.5,68313.4,20933.1,49965.8,54508,54667.8,38074.7,53144.4,98331.1,105599.5,80136.1,37324.2,34921.3,63794.6,51730.8,100109.2,54466.5,101487.9,57496.2,122749.5,77806.7,29886.1,47442,39971.8,41640.4,36816.2,73381.2,41427.3,59738.1,48685.1,24884.4,34431,34477.1,30538.1,19947.1,17726.5,50743.7,31305.5,93453.4,43168.1,43246.8,25431.4,43853.4,68313.2,46644.4,17710.5,47976.6,32146.3,34703.3,15188.7,29607.5,6342.3,22567.8,30987.5,36454.2,36265.8,47757.6,66189.8,9523.7,56016.3,44620.8,39597.5,68213.6,104501.2,12657.4,42728.3,14919.8,27847.5,29863.9,27416.8,37465.3,34652.9,55639.5,19698.9,25207.8,38867.1,18598,8384.4,7581.1,15121.1,57377.8,46983.7,81641.6,11848.1,56416.7,15944.9,14327.9,12692.8,9962.4,21356.2,13507.4,4412.8,18526.6,19977.8,15919.4,45860.9,20452.2,38758.3,14207.4,104703.7,18277.9,13715,40974,42829.1,14236.4,8688.7,31918.4,45667.1,26980.5,28072,8921.9,18468.7,6542.7,105126.6,5319.9,29135.2,35494.2,37294.2,29297.9,22212.2,68348,9328.9,44206.6,16392.2,24064.7,6379.8,8454.5,9583.8,19477.7,20645.2,10018.6,7041.3,19964,39108.9,9347.3,9892.3,36286.9,9250.4,73814.6,33502.3,33504.6,23825.3,16359.3,7693.3,6189.8,20941.5,36143.1,46166.1,17974,15334.6,22943.5,21182.1,25305,14306.3,4483.7,19063.5,22064.3,21819.5,3397.5,26663.1,37843.9,13448.3,16338,13975.9,15076.6,43396.4,8744.1,26069.9,59180.4,18130.6,7693.5,11328.9,6912.5,7973.6,13419.6,12877.5,18464.2,6627.7,9843.3,14188.8,3324.7,4791.5,5298.2,8987.8,13722.9
