snapped_at,price,market_cap,total_volume
2015-04-14 00:00:00 UTC,1.0,251600,46015
2015-04-15 00:00:00 UTC,1.0,251600,50290
2015-04-16 00:00:00 UTC,1.0,251600,40941
2015-04-17 00:00:00 UTC,1.0,251600,46909
2015-04-18 00:00:00 UTC,1.0,251600,50
2015-04-19 00:00:00 UTC,1.0,251600,44
2015-04-20 00:00:00 UTC,1.0,251600,21
2015-04-21 00:00:00 UTC,1.0,251600,16
2015-04-22 00:00:00 UTC,1.0,251600,85933
2015-04-23 00:00:00 UTC,1.0,251600,40294
2015-04-24 00:00:00 UTC,1.0,251600,21625
2015-04-25 00:00:00 UTC,1.0,251600,205
2015-04-26 00:00:00 UTC,1.0,251600,82
2015-04-27 00:00:00 UTC,1.0,251600,2045
2015-04-28 00:00:00 UTC,1.0,251600,22881
2015-04-29 00:00:00 UTC,1.0,251600,30237
2015-04-30 00:00:00 UTC,1.0,251600,47
2015-05-01 00:00:00 UTC,1.0,251600,617
2015-05-02 00:00:00 UTC,1.0,251600,3
2015-05-03 00:00:00 UTC,1.0,251600,12
2015-05-04 00:00:00 UTC,1.0,251600,1547
2015-05-05 00:00:00 UTC,1.0,251600,83139
2015-05-06 00:00:00 UTC,1.0,251600,23
2015-05-07 00:00:00 UTC,1.0,251600,11
2015-05-08 00:00:00 UTC,1.0,251600,119
2015-05-09 00:00:00 UTC,1.0,251600,707
2015-05-10 00:00:00 UTC,1.0,251600,2518
2015-05-11 00:00:00 UTC,1.0,251600,100
2015-05-12 00:00:00 UTC,1.0,251600,484
2015-05-13 00:00:00 UTC,1.0,251600,4
2015-05-14 00:00:00 UTC,1.0,251600,879
2015-05-15 00:00:00 UTC,1.0,251600,265
2015-05-16 00:00:00 UTC,1.0,251600,139
2015-05-17 00:00:00 UTC,1.0,251600,194
2015-05-18 00:00:00 UTC,1.0,251600,680
2015-05-19 00:00:00 UTC,1.0,451600,23179
2015-05-20 00:00:00 UTC,1.0,451600,25185
2015-05-21 00:00:00 UTC,1.0,451600,9751
2015-05-22 00:00:00 UTC,1.0,451600,46241
2015-05-23 00:00:00 UTC,1.0,451600,18579
2015-05-24 00:00:00 UTC,1.0,451600,1367
2015-05-25 00:00:00 UTC,1.0,451600,6858
2015-05-26 00:00:00 UTC,1.0,451600,626
2015-05-27 00:00:00 UTC,1.0,451600,646
2015-05-28 00:00:00 UTC,1.0,451600,78534
2015-05-29 00:00:00 UTC,1.0,451600,17145
2015-05-30 00:00:00 UTC,1.0,451600,24060
2015-05-31 00:00:00 UTC,1.0,451600,4982
2015-06-01 00:00:00 UTC,1.0,451600,6808
2015-06-02 00:00:00 UTC,1.0,451600,28123
2015-06-03 00:00:00 UTC,1.0,451600,49109
2015-06-04 00:00:00 UTC,1.0,451600,24955
2015-06-05 00:00:00 UTC,1.0,451600,116
2015-06-06 00:00:00 UTC,1.0,451600,42
2015-06-07 00:00:00 UTC,1.0,451600,1547
2015-06-08 00:00:00 UTC,1.0,451600,0
2015-06-09 00:00:00 UTC,1.0,451600,179
2015-06-10 00:00:00 UTC,1.0,451600,45685
2015-06-11 00:00:00 UTC,1.0,451600,335
2015-06-12 00:00:00 UTC,1.0,451600,50025
2015-06-13 00:00:00 UTC,1.0,451600,13601
2015-06-14 00:00:00 UTC,1.0,451600,1353
2015-06-15 00:00:00 UTC,1.0,451600,240065
2015-06-16 00:00:00 UTC,1.0,451600,226186
2015-06-17 00:00:00 UTC,1.0,451600,7802
2015-06-18 00:00:00 UTC,1.0,451600,33422
2015-06-19 00:00:00 UTC,1.0,451600,2568
2015-06-20 00:00:00 UTC,1.0,451600,11351
2015-06-21 00:00:00 UTC,1.0,451600,393
2015-06-22 00:00:00 UTC,1.0,451600,368
2015-06-23 00:00:00 UTC,1.0,451600,20006
2015-06-24 00:00:00 UTC,1.0,451600,231885
2015-06-25 00:00:00 UTC,1.0,451600,468361
2015-06-26 00:00:00 UTC,1.0,451600,1895
2015-06-27 00:00:00 UTC,1.0,451600,2313
2015-06-28 00:00:00 UTC,1.0,451600,668371
2015-06-29 00:00:00 UTC,1.0,451600,673
2015-06-30 00:00:00 UTC,1.0,451600,373659
2015-07-01 00:00:00 UTC,1.0,451600,101760
2015-07-02 00:00:00 UTC,1.0,451600,10028
2015-07-03 00:00:00 UTC,1.0,451600,1416
2015-07-04 00:00:00 UTC,1.0,451600,13017
2015-07-05 00:00:00 UTC,1.0,451600,1546
2015-07-06 00:00:00 UTC,1.0,451600,652762
2015-07-07 00:00:00 UTC,1.0,451600,10778
2015-07-08 00:00:00 UTC,1.0,451600,32117
2015-07-09 00:00:00 UTC,1.0,451600,143
2015-07-10 00:00:00 UTC,1.0,451600,1421
2015-07-11 00:00:00 UTC,1.0,451600,1680
2015-07-12 00:00:00 UTC,1.0,451600,2998
2015-07-13 00:00:00 UTC,1.0,451600,1175
2015-07-14 00:00:00 UTC,1.0,451600,241933
2015-07-15 00:00:00 UTC,1.0,451600,31367
2015-07-16 00:00:00 UTC,1.0,451600,2859
2015-07-17 00:00:00 UTC,1.0,451600,691649
2015-07-18 00:00:00 UTC,1.0,451600,56204
2015-07-19 00:00:00 UTC,1.0,451600,1087
2015-07-20 00:00:00 UTC,1.0,451600,1733
2015-07-21 00:00:00 UTC,1.0,451600,1243
2015-07-22 00:00:00 UTC,1.0,451600,548
2015-07-23 00:00:00 UTC,1.0,451600,1214
2015-07-24 00:00:00 UTC,1.0,451600,26200
2015-07-25 00:00:00 UTC,1.0,451600,10565
2015-07-26 00:00:00 UTC,1.0,451600,8
2015-07-27 00:00:00 UTC,1.0,451600,463
2015-07-28 00:00:00 UTC,1.0,451600,7736
2015-07-29 00:00:00 UTC,1.0,451600,244318
2015-07-30 00:00:00 UTC,1.0,451600,233100
2015-07-31 00:00:00 UTC,1.0,451600,255
2015-08-01 00:00:00 UTC,1.0,451600,59655
2015-08-02 00:00:00 UTC,1.0,451600,4403
2015-08-03 00:00:00 UTC,1.0,451600,200
2015-08-04 00:00:00 UTC,1.0,451600,4553
2015-08-05 00:00:00 UTC,1.0,451600,111025
2015-08-06 00:00:00 UTC,1.0,451600,12388
2015-08-07 00:00:00 UTC,1.0,451600,104034
2015-08-08 00:00:00 UTC,1.0,451600,1865
2015-08-09 00:00:00 UTC,1.0,451600,1051
2015-08-10 00:00:00 UTC,1.0,451600,361
2015-08-11 00:00:00 UTC,1.0,451600,387
2015-08-12 00:00:00 UTC,1.0,451600,2257
2015-08-13 00:00:00 UTC,1.0,451600,2346
2015-08-14 00:00:00 UTC,1.0,451600,586
2015-08-15 00:00:00 UTC,1.0,451600,3700
2015-08-16 00:00:00 UTC,1.0,451600,2368
2015-08-17 00:00:00 UTC,1.0,451600,135059
2015-08-18 00:00:00 UTC,1.0,451600,38881
2015-08-19 00:00:00 UTC,1.0,451600,106894
2015-08-20 00:00:00 UTC,1.0,451600,107161
2015-08-21 00:00:00 UTC,1.0,451600,4990
2015-08-22 00:00:00 UTC,1.0,451600,3221
2015-08-23 00:00:00 UTC,1.0,451600,512
2015-08-24 00:00:00 UTC,1.0,451600,10766
2015-08-25 00:00:00 UTC,1.0,451600,466067
2015-08-26 00:00:00 UTC,1.0,451600,31738
2015-08-27 00:00:00 UTC,1.0,451600,1422
2015-08-28 00:00:00 UTC,1.0,451600,7623
2015-08-29 00:00:00 UTC,1.0,451600,961
2015-08-30 00:00:00 UTC,1.0,451600,3479
2015-08-31 00:00:00 UTC,1.0,451600,3974
2015-09-01 00:00:00 UTC,1.0,451600,8940
2015-09-02 00:00:00 UTC,1.0,451600,1866
2015-09-03 00:00:00 UTC,1.0,451600,762
2015-09-04 00:00:00 UTC,1.0,451600,600
2015-09-05 00:00:00 UTC,1.0,451600,2551
2015-09-06 00:00:00 UTC,1.0,451600,22060
2015-09-07 00:00:00 UTC,1.0,451600,25442
2015-09-08 00:00:00 UTC,1.0,451600,6069
2015-09-09 00:00:00 UTC,1.0,451600,5378
2015-09-10 00:00:00 UTC,1.0,451600,104607
2015-09-11 00:00:00 UTC,1.0,451600,34814
2015-09-12 00:00:00 UTC,1.0,451600,4216
2015-09-13 00:00:00 UTC,1.0,451600,790
2015-09-14 00:00:00 UTC,1.0,451600,214
2015-09-15 00:00:00 UTC,1.0,451600,46377
2015-09-16 00:00:00 UTC,1.0,451600,100573
2015-09-17 00:00:00 UTC,1.0,451600,14465
2015-09-18 00:00:00 UTC,1.0,451600,24572
2015-09-19 00:00:00 UTC,1.0,451600,917
2015-09-20 00:00:00 UTC,1.0,451600,101
2015-09-22 00:00:00 UTC,1.0,451600,9471
2015-09-23 00:00:00 UTC,1.0,451600,19997
2015-09-24 00:00:00 UTC,1.0,451600,5751
2015-09-25 00:00:00 UTC,1.0,451600,103469
2015-09-26 00:00:00 UTC,1.0,451600,608
2015-09-27 00:00:00 UTC,1.0,451600,542
2015-09-28 00:00:00 UTC,1.0,451600,1982
2015-09-29 00:00:00 UTC,1.0,451600,395468
2015-09-30 00:00:00 UTC,1.0,451600,418533
2015-10-01 00:00:00 UTC,1.0,451600,142978
2015-10-02 00:00:00 UTC,1.0,451600,178994
2015-10-03 00:00:00 UTC,1.0,451600,3750
2015-10-04 00:00:00 UTC,1.0,451600,365080
2015-10-05 00:00:00 UTC,1.0,451600,3452
2015-10-06 00:00:00 UTC,1.0,451600,17780
2015-10-07 00:00:00 UTC,1.0,451600,55902
2015-10-08 00:00:00 UTC,1.0,451600,8079
2015-10-09 00:00:00 UTC,1.0,451600,4253
2015-10-10 00:00:00 UTC,1.0,451600,1819
2015-10-11 00:00:00 UTC,1.0,451600,116
2015-10-12 00:00:00 UTC,1.0,451600,47949
2015-10-13 00:00:00 UTC,1.0,451600,25982
2015-10-14 00:00:00 UTC,1.0,451600,126516
2015-10-15 00:00:00 UTC,1.0,451600,8070
2015-10-16 00:00:00 UTC,1.0,451600,98610
2015-10-17 00:00:00 UTC,1.0,451600,37798
2015-10-18 00:00:00 UTC,1.0,451600,3565
2015-10-19 00:00:00 UTC,1.0,451600,3712
2015-10-20 00:00:00 UTC,1.0,451600,5951
2015-10-21 00:00:00 UTC,1.0,451600,30330
2015-10-22 00:00:00 UTC,1.0,451600,42407
2015-10-23 00:00:00 UTC,1.0,451600,76000
2015-10-24 00:00:00 UTC,1.0,451600,115659
2015-10-25 00:00:00 UTC,1.0,451600,74005
2015-10-26 00:00:00 UTC,1.0,451600,191117
2015-10-27 00:00:00 UTC,1.0,451600,11647
2015-10-28 00:00:00 UTC,1.0,451600,51255
2015-10-29 00:00:00 UTC,1.0,451600,64636
2015-10-30 00:00:00 UTC,1.0,451600,229115
2015-10-31 00:00:00 UTC,1.0,451600,25791
2015-11-01 00:00:00 UTC,1.0,451600,24088
2015-11-02 00:00:00 UTC,1.0,451600,20445
2015-11-03 00:00:00 UTC,1.0,451600,17806
2015-11-04 00:00:00 UTC,1.0,451600,100936
2015-11-05 00:00:00 UTC,1.0,451600,168417
2015-11-06 00:00:00 UTC,1.0,451600,227269
2015-11-07 00:00:00 UTC,1.0,451600,369740
2015-11-08 00:00:00 UTC,1.0,451600,1258310
2015-11-09 00:00:00 UTC,1.0,451600,15103
2015-11-10 00:00:00 UTC,1.0,451600,15769
2015-11-11 00:00:00 UTC,1.0,451600,26146
2015-11-12 00:00:00 UTC,1.0,451600,24572
2015-11-13 00:00:00 UTC,1.0,451600,36010
2015-11-14 00:00:00 UTC,1.0,451600,68635
2015-11-15 00:00:00 UTC,1.0,451600,12193
2015-11-16 00:00:00 UTC,1.0,451600,28790
2015-11-17 00:00:00 UTC,1.0,451600,14532
2015-11-18 00:00:00 UTC,1.0,451600,21419
2015-11-19 00:00:00 UTC,1.0,451600,6311
2015-11-20 00:00:00 UTC,1.0,451600,20001
2015-11-21 00:00:00 UTC,1.0,451600,8107
2015-11-22 00:00:00 UTC,1.0,451600,6555
2015-11-23 00:00:00 UTC,1.0,451600,6018
2015-11-24 00:00:00 UTC,1.0,451600,29996
2015-11-25 00:00:00 UTC,1.0,451600,6187
2015-11-26 00:00:00 UTC,1.0,451600,9823
2015-11-27 00:00:00 UTC,1.0,451600,17537
2015-11-28 00:00:00 UTC,1.0,451600,6911
2015-11-29 00:00:00 UTC,1.0,451600,21482
2015-11-30 00:00:00 UTC,1.0,451600,138902
2015-12-01 00:00:00 UTC,1.0,451600,303493
2015-12-02 00:00:00 UTC,1.0,951600,128383
2015-12-03 00:00:00 UTC,1.0,951600,199602
2015-12-04 00:00:00 UTC,1.0,951600,135262
2015-12-05 00:00:00 UTC,1.0,951600,6786
2015-12-06 00:00:00 UTC,1.0,951600,28380
2015-12-07 00:00:00 UTC,1.0,951600,214181
2015-12-08 00:00:00 UTC,1.0,951600,10077
2015-12-09 00:00:00 UTC,1.00013,951723,16627
2015-12-10 00:00:00 UTC,1.00004,951638,8642
2015-12-11 00:00:00 UTC,1.0,951600,24191
2015-12-12 00:00:00 UTC,1.0,951600,125788
2015-12-13 00:00:00 UTC,1.0,951600,15028
2015-12-14 00:00:00 UTC,1.0,951600,10857
2015-12-15 00:00:00 UTC,1.0,951600,13558
2015-12-16 00:00:00 UTC,1.0,951600,94882
2015-12-17 00:00:00 UTC,1.0,951600,9676
2015-12-18 00:00:00 UTC,1.0,951600,4622
2015-12-19 00:00:00 UTC,1.0,951600,74066
2015-12-20 00:00:00 UTC,1.0,951600,19760
2015-12-21 00:00:00 UTC,1.0,951600,21016
2015-12-22 00:00:00 UTC,0.99987,951476,12901
2015-12-23 00:00:00 UTC,1.0,951600,40000
2015-12-24 00:00:00 UTC,1.0,951600,73592
2015-12-25 00:00:00 UTC,1.0,951600,83841
2015-12-26 00:00:00 UTC,1.0,951600,6177
2015-12-27 00:00:00 UTC,1.0,951600,16559
2015-12-28 00:00:00 UTC,1.0,951600,81415
2015-12-29 00:00:00 UTC,1.0,951600.0,14168.000000000002
2015-12-30 00:00:00 UTC,0.9999999999999999,951599.9999999999,7405.999999999999
2015-12-31 00:00:00 UTC,1.0,951600.0,7468.000000000001
2016-01-01 00:00:00 UTC,0.9999999999999998,951599.9999999998,4875.999999999998
2016-01-02 00:00:00 UTC,1.0,951600.0,4701.000000000001
2016-01-03 00:00:00 UTC,1.0,951600.0,1389.0000000000002
2016-01-04 00:00:00 UTC,1.0,951600.0,81130.00000000003
2016-01-05 00:00:00 UTC,0.9999999999999998,951599.9999999998,1651.0
2016-01-06 00:00:00 UTC,0.9999999999999998,1451599.9999999998,540887.0
2016-01-07 00:00:00 UTC,0.9999999999999998,1451599.9999999998,540886.9999999998
2016-01-08 00:00:00 UTC,1.0,1451600.0,14252.0
2016-01-09 00:00:00 UTC,1.0,1451600.0,3542.0
2016-01-10 00:00:00 UTC,0.9999999999999998,1451599.9999999998,66751.99999999997
2016-01-11 00:00:00 UTC,1.0,1451600.0,117347.99999999999
2016-01-12 00:00:00 UTC,1.0,1451600.0,12857.999999999998
2016-01-13 00:00:00 UTC,1.0,1451600.0,10100.999999999998
2016-01-14 00:00:00 UTC,1.0,1451600.0,18830.0
2016-01-15 00:00:00 UTC,0.9999999999999998,1451599.9999999998,21137.0
2016-01-16 00:00:00 UTC,1.0,1451600.0,73936.0
2016-01-17 00:00:00 UTC,0.9999999999999998,1451599.9999999998,73936.0
2016-01-18 00:00:00 UTC,0.9999999999999998,1451599.9999999998,160999.0
2016-01-19 00:00:00 UTC,0.9999999999999999,1451599.9999999998,11865.000000000002
2016-01-20 00:00:00 UTC,1.0,1451600.0,16737.0
2016-01-21 00:00:00 UTC,1.0,1451600.0,35946.0
2016-01-22 00:00:00 UTC,1.0,1451600.0,26663.000000000004
2016-01-23 00:00:00 UTC,1.0,1451600.0,21926.999999999996
2016-01-24 00:00:00 UTC,1.0,1451600.0,22933.000000000004
2016-01-25 00:00:00 UTC,0.9999999999999998,1451599.9999999998,39330.999999999985
2016-01-26 00:00:00 UTC,1.0,1451600.0,77010.99999999999
2016-01-27 00:00:00 UTC,1.0,1451600.0,77011.00000000001
2016-01-28 00:00:00 UTC,1.0,1451600.0,77011.00000000001
2016-02-11 00:00:00 UTC,0.9999999999999998,1451599.9999999998,74466.0
2016-02-12 00:00:00 UTC,1.0,1451600.0,406492.9999999998
2016-02-13 00:00:00 UTC,0.9999999999999999,1451599.9999999998,99252.0
2016-02-14 00:00:00 UTC,0.9999999999999999,1451599.9999999998,55621.000000000015
2016-02-15 00:00:00 UTC,1.0,1451600.0,94631.99999999999
2016-02-16 00:00:00 UTC,1.0,1451600.0,59167.99999999999
2016-02-17 00:00:00 UTC,0.9999999999999998,1451599.9999999998,169644.0
2016-02-18 00:00:00 UTC,0.9999999999999998,1451599.9999999998,71601.0
2016-02-19 00:00:00 UTC,1.0,1451600.0,49797.00000000002
2016-02-20 00:00:00 UTC,1.0,1451600.0,56058.00000000001
2016-02-21 00:00:00 UTC,1.0,1451600.0,57126.00000000003
2016-02-22 00:00:00 UTC,0.9999999999999997,1451599.9999999995,49747.000000000015
2016-02-23 00:00:00 UTC,0.9999999999999999,1451599.9999999998,106613.00000000001
2016-02-24 00:00:00 UTC,0.9998470000000002,1451377.9052000004,80107.0
2016-02-25 00:00:00 UTC,0.9999999999999998,1451599.9999999998,438017.99999999977
2016-02-26 00:00:00 UTC,1.0,1451600.0,102512.0
2016-02-27 00:00:00 UTC,1.0,1451600.0,96721.0
2016-02-28 00:00:00 UTC,0.9999999999999998,1451599.9999999998,114084.0
2016-02-29 00:00:00 UTC,1.0,1451600.0,74743.0
2016-03-01 00:00:00 UTC,0.999987,1451581.1292,118129.00000000001
2016-03-02 00:00:00 UTC,0.9999669999999999,1451552.0972,60826.999999999985
2016-03-03 00:00:00 UTC,0.9999990000000001,1451598.5484000002,180593.00000000003
2016-03-04 00:00:00 UTC,0.9999999999999998,1451599.9999999998,132882.0
2016-03-05 00:00:00 UTC,1.0,1451600.0,353656.0
2016-03-06 00:00:00 UTC,0.9999980000000002,1451597.0968000002,290334.0
2016-03-07 00:00:00 UTC,0.9999980000000002,1451597.0968000002,140199.0
2016-03-08 00:00:00 UTC,0.9999989999999999,1451598.5484,148223.0
2016-03-09 00:00:00 UTC,0.9998949999999999,1451447.582,146573.0
2016-03-10 00:00:00 UTC,0.9999939999999999,1451591.2903999998,133855.0
2016-03-11 00:00:00 UTC,0.9999950000000001,1451592.742,91345.0
2016-03-12 00:00:00 UTC,0.9998869999999999,1451435.9692,253494.0
2016-03-13 00:00:00 UTC,0.9999230000000002,1451488.2268000003,195096.00000000003
2016-03-14 00:00:00 UTC,0.9999940000000003,1451591.2904000005,367988.0
2016-03-15 00:00:00 UTC,1.0,1451600.0,109338.0
2016-03-16 00:00:00 UTC,1.0,1451600.0,72590.00000000001
2016-03-17 00:00:00 UTC,0.9999819999999999,1451573.8712,220365.00000000003
2016-03-18 00:00:00 UTC,0.9999980000000004,1451593.0968080005,327413.00000000006
2016-03-19 00:00:00 UTC,0.999998,1451593.0968080002,119627.00000000003
2016-03-20 00:00:00 UTC,0.9999980000000002,1451588.0968180003,82078.99999999999
2016-03-21 00:00:00 UTC,0.999998,1451588.096818,154662.0
2016-03-22 00:00:00 UTC,0.9999990000000003,1451589.5484090005,104043.0
2016-03-23 00:00:00 UTC,0.9999989999999997,1451589.5484089996,85451.99999999999
2016-03-24 00:00:00 UTC,0.9999720000000001,1451550.3554520002,108347.0
2016-03-25 00:00:00 UTC,1.0,1451591.0,32146.0
2016-03-26 00:00:00 UTC,0.9999999999999998,1451590.9999999998,43412.00000000001
2016-03-27 00:00:00 UTC,1.0,1451591.0,111749.0
2016-03-28 00:00:00 UTC,1.0,1451591.0,110967.00000000003
2016-03-29 00:00:00 UTC,0.9999999999999999,1451590.9999999998,1043750.0
2016-03-30 00:00:00 UTC,1.0,1451591.0,204435.00000000003
2016-03-31 00:00:00 UTC,1.0,1451591.0,147568.0
2016-04-01 00:00:00 UTC,1.0,1451591.0,49964.99999999999
2016-04-02 00:00:00 UTC,0.9999999999999999,1451590.9999999998,103217.99999999999
2016-04-03 00:00:00 UTC,0.9999999999999998,1451590.9999999998,85039.00000000001
2016-04-04 00:00:00 UTC,0.9999999999999998,1451590.9999999998,488661.9999999999
2016-04-05 00:00:00 UTC,1.0,1451591.0,105465.00000000001
2016-04-06 00:00:00 UTC,0.9999999999999998,1451590.9999999998,82070.99999999997
2016-04-07 00:00:00 UTC,0.9999999999999997,1451590.9999999995,43802.00000000002
2016-04-08 00:00:00 UTC,1.0,1451591.0,439805.9999999999
2016-04-09 00:00:00 UTC,1.0,1451591.0,140003.0
2016-04-10 00:00:00 UTC,1.0,1451591.0,172845.0
2016-04-11 00:00:00 UTC,1.0,1451591.0,39544.0
2016-04-12 00:00:00 UTC,1.0,1451591.0,429931.0000000002
2016-04-13 00:00:00 UTC,1.0,1451591.0,177837.0
2016-04-14 00:00:00 UTC,1.0,1451591.0,348715.0
2016-04-15 00:00:00 UTC,0.9999999999999998,1451590.9999999998,79125.0
2016-04-16 00:00:00 UTC,1.0,1451591.0,62183.000000000015
2016-04-17 00:00:00 UTC,1.0,1451591.0,123587.0
2016-04-18 00:00:00 UTC,1.0,1451591.0,164377.0
2016-04-19 00:00:00 UTC,1.0,1451591.0,115333.99999999999
2016-04-20 00:00:00 UTC,1.0,1451591.0,103245.0
2016-04-21 00:00:00 UTC,0.9999999999999998,1451590.9999999998,276926.0
2016-04-22 00:00:00 UTC,1.0,1451591.0,145065.00000000003
2016-04-23 00:00:00 UTC,1.0,1451591.0,513383.99999999994
2016-04-24 00:00:00 UTC,0.9999999999999998,1451590.9999999998,67875.00000000001
2016-04-25 00:00:00 UTC,1.0,1451591.0,64411.0
2016-04-26 00:00:00 UTC,1.0,1451591.0,525358.0000000001
2016-04-27 00:00:00 UTC,1.0,1451591.0,480036.0
2016-04-28 00:00:00 UTC,0.9999999999999998,1451590.9999999998,542470.9999999999
2016-04-29 00:00:00 UTC,1.0,1951591.0,147797.0
2016-04-30 00:00:00 UTC,0.9999999999999998,1951590.9999999995,453717.0000000002
2016-05-01 00:00:00 UTC,1.0,1951591.0,46714.0
2016-05-02 00:00:00 UTC,1.0,1951591.0,195764.00000000003
2016-05-03 00:00:00 UTC,0.9999999999999999,1951590.9999999998,408014.0
2016-05-04 00:00:00 UTC,0.9999999999999999,1951590.9999999998,215836.99999999997
2016-05-05 00:00:00 UTC,1.0,1951591.0,740925.0
2016-05-06 00:00:00 UTC,0.9999999999999998,1951590.9999999995,2760419.9999999995
2016-05-07 00:00:00 UTC,1.0,1951591.0,73323.99999999999
2016-05-08 00:00:00 UTC,1.0,1951591.0,79991.0
2016-05-09 00:00:00 UTC,1.0,1951591.0,324652.0
2016-05-10 00:00:00 UTC,1.0,1951591.0,6093660.000000001
2016-05-11 00:00:00 UTC,1.0,1951591.0,278672.0
2016-05-12 00:00:00 UTC,1.0,1951591.0,168533.0
2016-05-13 00:00:00 UTC,0.9999999999999998,1951590.9999999995,61506.00000000001
2016-05-14 00:00:00 UTC,0.9999999999999999,1951590.9999999998,61732.000000000015
2016-05-15 00:00:00 UTC,1.0,1951591.0,218794.00000000003
2016-05-16 00:00:00 UTC,1.0,1951591.0,567669.9999999999
2016-05-17 00:00:00 UTC,1.0,1951591.0,80397.0
2016-05-18 00:00:00 UTC,0.9999999999999998,1951590.9999999995,276865.00000000006
2016-05-19 00:00:00 UTC,1.0,1951591.0,292838.0
2016-05-20 00:00:00 UTC,1.0,1951591.0,298529.00000000006
2016-05-21 00:00:00 UTC,1.0,1951591.0,169903.0
2016-05-22 00:00:00 UTC,1.0,1951591.0,103705.00000000001
2016-05-23 00:00:00 UTC,1.0,1951591.0,187310.00000000003
2016-05-24 00:00:00 UTC,0.9999999999999999,1951590.9999999998,120287.0
2016-05-25 00:00:00 UTC,1.0,1951591.0,224841.0
2016-05-26 00:00:00 UTC,1.0,1951591.0,5648220.0
2016-05-27 00:00:00 UTC,1.0,1951591.0,687949.0000000001
2016-05-28 00:00:00 UTC,1.0,1951591.0,568214.0000000002
2016-05-29 00:00:00 UTC,1.0,1951591.0,685820.0
2016-05-30 00:00:00 UTC,0.9999999999999999,1951590.9999999998,425349.0
2016-05-31 00:00:00 UTC,1.0,1951591.0,2578470.0
2016-06-01 00:00:00 UTC,1.0,2951591.0,1025869.9999999999
2016-06-02 00:00:00 UTC,1.0,2951591.0,223787.0
2016-06-03 00:00:00 UTC,1.0,2951591.0,2443790.0
2016-06-04 00:00:00 UTC,1.0,2951591.0,421034.0
2016-06-05 00:00:00 UTC,1.0,2951591.0,144037.0
2016-06-06 00:00:00 UTC,1.0,2951591.0,792971.0
2016-06-07 00:00:00 UTC,1.0,2951591.0,296136.0
2016-06-08 00:00:00 UTC,1.0,2951591.0,156872.0
2016-06-09 00:00:00 UTC,1.0,2951591.0,136835.0
2016-06-10 00:00:00 UTC,1.0,2951591.0,218484.0
2016-06-11 00:00:00 UTC,1.0,2951591.0,95704.0
2016-06-12 00:00:00 UTC,1.0,2951591.0,1070000.0
2016-06-13 00:00:00 UTC,1.0,2951591.0,1627600.0
2016-06-14 00:00:00 UTC,1.0,5951591.0,2515830.0
2016-06-15 00:00:00 UTC,1.0,5951591.0,1757170.0
2016-06-16 00:00:00 UTC,0.999999,5951585.048409,3545150.0
2016-06-17 00:00:00 UTC,0.999999,5951585.048409,6175310.0
2016-06-18 00:00:00 UTC,0.999999,5951585.048409,3762940.0
2016-06-19 00:00:00 UTC,0.999999,5951585.048409,1391360.0
2016-06-20 00:00:00 UTC,1.0,5951591.0,2842820.0
2016-06-21 00:00:00 UTC,1.0,5951591.0,3643960.0
2016-06-22 00:00:00 UTC,1.0,5951591.0,3999810.0
